923 284 398
153 215 9 1
154 215 9 1
155 215 9 1
156 215 9 1
157 215 9 1
158 215 9 1
214 80 13 0
215 80 13 0
216 80 13 0
217 80 13 0
218 80 13 0
254 227 12 0
219 80 13 0
255 227 12 0
220 80 13 0
256 227 12 0
257 227 12 0
258 227 12 0
259 227 12 0
260 227 12 0
149 209 9 1
150 209 9 1
151 209 9 1
152 209 9 1
153 209 9 1
154 209 9 1
155 209 9 1
255 221 12 0
256 221 12 0
257 221 12 0
258 221 12 0
259 221 12 0
148 203 9 1
260 221 12 0
99 289 11 1
149 203 9 1
261 221 12 0
100 289 11 1
150 203 9 1
101 289 11 1
151 203 9 1
102 289 11 1
152 203 9 1
103 289 11 1
153 203 9 1
104 289 11 1
166 252 9 1
154 203 9 1
105 289 11 1
255 215 12 0
256 215 12 0
257 215 12 0
258 215 12 0
259 215 12 0
260 215 12 0
261 215 12 0
163 246 9 1
102 283 11 1
164 246 9 1
103 283 11 1
165 246 9 1
104 283 11 1
166 246 9 1
105 283 11 1
167 246 9 1
106 283 11 1
168 246 9 1
107 283 11 1
169 246 9 1
108 283 11 1
255 209 12 0
256 209 12 0
257 209 12 0
258 209 12 0
171 289 10 1
259 209 12 0
172 289 10 1
160 240 9 1
260 209 12 0
173 289 10 1
161 240 9 1
261 209 12 0
174 289 10 1
162 240 9 1
175 289 10 1
163 240 9 1
164 240 9 1
165 240 9 1
104 277 11 1
166 240 9 1
105 277 11 1
106 277 11 1
107 277 11 1
108 277 11 1
109 277 11 1
110 277 11 1
168 283 10 1
169 283 10 1
170 283 10 1
171 283 10 1
159 234 9 1
172 283 10 1
160 234 9 1
173 283 10 1
161 234 9 1
174 283 10 1
162 234 9 1
163 234 9 1
164 234 9 1
165 234 9 1
106 271 11 1
164 277 10 1
165 277 10 1
166 277 10 1
167 277 10 1
168 277 10 1
169 277 10 1
157 228 9 1
170 277 10 1
158 228 9 1
171 277 10 1
159 228 9 1
160 228 9 1
161 228 9 1
162 228 9 1
163 228 9 1
220 93 13 0
221 93 13 0
222 93 13 0
223 93 13 0
224 93 13 0
225 93 13 0
226 93 13 0
154 222 9 1
155 222 9 1
156 222 9 1
157 222 9 1
158 222 9 1
159 222 9 1
160 222 9 1
161 222 9 1
217 87 13 0
218 87 13 0
219 87 13 0
220 87 13 0
221 87 13 0
222 87 13 0
223 87 13 0
152 216 9 1
153 216 9 1
154 216 9 1
155 216 9 1
156 216 9 1
157 216 9 1
158 216 9 1
215 81 13 0
216 81 13 0
217 81 13 0
218 81 13 0
254 228 12 0
219 81 13 0
255 228 12 0
220 81 13 0
256 228 12 0
221 81 13 0
257 228 12 0
258 228 12 0
259 228 12 0
260 228 12 0
150 210 9 1
151 210 9 1
152 210 9 1
153 210 9 1
154 210 9 1
155 210 9 1
156 210 9 1
255 222 12 0
256 222 12 0
257 222 12 0
258 222 12 0
259 222 12 0
148 204 9 1
260 222 12 0
149 204 9 1
261 222 12 0
100 290 11 1
150 204 9 1
101 290 11 1
151 204 9 1
102 290 11 1
152 204 9 1
103 290 11 1
153 204 9 1
104 290 11 1
154 204 9 1
255 216 12 0
256 216 12 0
257 216 12 0
258 216 12 0
259 216 12 0
260 216 12 0
261 216 12 0
163 247 9 1
102 284 11 1
164 247 9 1
103 284 11 1
165 247 9 1
104 284 11 1
166 247 9 1
105 284 11 1
167 247 9 1
106 284 11 1
168 247 9 1
107 284 11 1
169 247 9 1
108 284 11 1
255 210 12 0
256 210 12 0
257 210 12 0
258 210 12 0
171 290 10 1
259 210 12 0
172 290 10 1
160 241 9 1
260 210 12 0
173 290 10 1
161 241 9 1
261 210 12 0
174 290 10 1
162 241 9 1
175 290 10 1
163 241 9 1
164 241 9 1
165 241 9 1
104 278 11 1
166 241 9 1
105 278 11 1
167 241 9 1
106 278 11 1
107 278 11 1
108 278 11 1
109 278 11 1
110 278 11 1
169 284 10 1
170 284 10 1
171 284 10 1
159 235 9 1
172 284 10 1
160 235 9 1
173 284 10 1
161 235 9 1
174 284 10 1
162 235 9 1
175 284 10 1
163 235 9 1
164 235 9 1
165 235 9 1
104 272 11 1
105 272 11 1
106 272 11 1
107 272 11 1
108 272 11 1
164 278 10 1
165 278 10 1
166 278 10 1
167 278 10 1
168 278 10 1
169 278 10 1
157 229 9 1
170 278 10 1
158 229 9 1
171 278 10 1
159 229 9 1
172 278 10 1
160 229 9 1
161 229 9 1
162 229 9 1
163 229 9 1
221 94 13 0
222 94 13 0
223 94 13 0
224 94 13 0
225 94 13 0
155 223 9 1
156 223 9 1
157 223 9 1
158 223 9 1
159 223 9 1
160 223 9 1
161 223 9 1
218 88 13 0
219 88 13 0
220 88 13 0
221 88 13 0
222 88 13 0
223 88 13 0
224 88 13 0
153 217 9 1
154 217 9 1
155 217 9 1
156 217 9 1
157 217 9 1
158 217 9 1
159 217 9 1
215 82 13 0
216 82 13 0
217 82 13 0
253 229 12 0
218 82 13 0
254 229 12 0
219 82 13 0
255 229 12 0
220 82 13 0
256 229 12 0
221 82 13 0
257 229 12 0
258 229 12 0
259 229 12 0
260 229 12 0
150 211 9 1
151 211 9 1
152 211 9 1
153 211 9 1
154 211 9 1
155 211 9 1
156 211 9 1
255 223 12 0
256 223 12 0
257 223 12 0
258 223 12 0
259 223 12 0
148 205 9 1
260 223 12 0
149 205 9 1
261 223 12 0
100 291 11 1
150 205 9 1
101 291 11 1
151 205 9 1
102 291 11 1
152 205 9 1
103 291 11 1
153 205 9 1
104 291 11 1
154 205 9 1
255 217 12 0
256 217 12 0
257 217 12 0
258 217 12 0
259 217 12 0
260 217 12 0
261 217 12 0
101 285 11 1
163 248 9 1
102 285 11 1
164 248 9 1
103 285 11 1
165 248 9 1
104 285 11 1
166 248 9 1
105 285 11 1
167 248 9 1
106 285 11 1
168 248 9 1
107 285 11 1
169 248 9 1
108 285 11 1
255 211 12 0
256 211 12 0
257 211 12 0
258 211 12 0
259 211 12 0
260 211 12 0
173 291 10 1
161 242 9 1
261 211 12 0
162 242 9 1
163 242 9 1
164 242 9 1
165 242 9 1
104 279 11 1
166 242 9 1
105 279 11 1
167 242 9 1
106 279 11 1
107 279 11 1
108 279 11 1
109 279 11 1
110 279 11 1
169 285 10 1
170 285 10 1
258 205 12 0
171 285 10 1
172 285 10 1
160 236 9 1
173 285 10 1
161 236 9 1
174 285 10 1
162 236 9 1
175 285 10 1
163 236 9 1
164 236 9 1
165 236 9 1
104 273 11 1
166 236 9 1
105 273 11 1
106 273 11 1
107 273 11 1
108 273 11 1
109 273 11 1
165 279 10 1
166 279 10 1
167 279 10 1
168 279 10 1
169 279 10 1
170 279 10 1
158 230 9 1
171 279 10 1
159 230 9 1
172 279 10 1
160 230 9 1
161 230 9 1
162 230 9 1
163 230 9 1
164 230 9 1
221 95 13 0
222 95 13 0
223 95 13 0
224 95 13 0
225 95 13 0
166 273 10 1
155 224 9 1
156 224 9 1
157 224 9 1
158 224 9 1
159 224 9 1
160 224 9 1
161 224 9 1
162 224 9 1
218 89 13 0
219 89 13 0
220 89 13 0
221 89 13 0
222 89 13 0
223 89 13 0
224 89 13 0
153 218 9 1
154 218 9 1
155 218 9 1
156 218 9 1
157 218 9 1
158 218 9 1
159 218 9 1
215 83 13 0
216 83 13 0
217 83 13 0
253 230 12 0
218 83 13 0
254 230 12 0
219 83 13 0
255 230 12 0
220 83 13 0
256 230 12 0
221 83 13 0
257 230 12 0
258 230 12 0
259 230 12 0
151 212 9 1
152 212 9 1
153 212 9 1
154 212 9 1
155 212 9 1
156 212 9 1
157 212 9 1
217 77 13 0
255 224 12 0
256 224 12 0
257 224 12 0
258 224 12 0
259 224 12 0
148 206 9 1
260 224 12 0
149 206 9 1
261 224 12 0
150 206 9 1
151 206 9 1
102 292 11 1
152 206 9 1
153 206 9 1
154 206 9 1
255 218 12 0
256 218 12 0
257 218 12 0
258 218 12 0
259 218 12 0
260 218 12 0
261 218 12 0
100 286 11 1
101 286 11 1
163 249 9 1
151 200 9 1
102 286 11 1
164 249 9 1
103 286 11 1
165 249 9 1
104 286 11 1
166 249 9 1
105 286 11 1
167 249 9 1
106 286 11 1
168 249 9 1
107 286 11 1
169 249 9 1
255 212 12 0
256 212 12 0
257 212 12 0
258 212 12 0
259 212 12 0
260 212 12 0
161 243 9 1
261 212 12 0
162 243 9 1
163 243 9 1
164 243 9 1
165 243 9 1
104 280 11 1
166 243 9 1
105 280 11 1
167 243 9 1
106 280 11 1
107 280 11 1
108 280 11 1
109 280 11 1
110 280 11 1
256 206 12 0
257 206 12 0
170 286 10 1
258 206 12 0
171 286 10 1
259 206 12 0
172 286 10 1
160 237 9 1
260 206 12 0
173 286 10 1
161 237 9 1
174 286 10 1
162 237 9 1
175 286 10 1
163 237 9 1
176 286 10 1
164 237 9 1
103 274 11 1
165 237 9 1
104 274 11 1
166 237 9 1
105 274 11 1
106 274 11 1
107 274 11 1
108 274 11 1
109 274 11 1
166 280 10 1
167 280 10 1
168 280 10 1
169 280 10 1
170 280 10 1
158 231 9 1
171 280 10 1
159 231 9 1
172 280 10 1
160 231 9 1
173 280 10 1
161 231 9 1
162 231 9 1
163 231 9 1
164 231 9 1
223 96 13 0
164 274 10 1
165 274 10 1
166 274 10 1
167 274 10 1
168 274 10 1
156 225 9 1
157 225 9 1
158 225 9 1
159 225 9 1
160 225 9 1
161 225 9 1
162 225 9 1
218 90 13 0
219 90 13 0
220 90 13 0
221 90 13 0
222 90 13 0
223 90 13 0
224 90 13 0
225 90 13 0
153 219 9 1
154 219 9 1
155 219 9 1
156 219 9 1
157 219 9 1
158 219 9 1
159 219 9 1
216 84 13 0
217 84 13 0
218 84 13 0
254 231 12 0
219 84 13 0
255 231 12 0
220 84 13 0
256 231 12 0
221 84 13 0
257 231 12 0
222 84 13 0
258 231 12 0
259 231 12 0
151 213 9 1
152 213 9 1
153 213 9 1
154 213 9 1
155 213 9 1
156 213 9 1
157 213 9 1
215 78 13 0
216 78 13 0
217 78 13 0
218 78 13 0
254 225 12 0
219 78 13 0
255 225 12 0
256 225 12 0
257 225 12 0
258 225 12 0
259 225 12 0
148 207 9 1
260 225 12 0
149 207 9 1
150 207 9 1
151 207 9 1
152 207 9 1
153 207 9 1
154 207 9 1
255 219 12 0
256 219 12 0
257 219 12 0
258 219 12 0
259 219 12 0
260 219 12 0
149 201 9 1
261 219 12 0
100 287 11 1
150 201 9 1
101 287 11 1
151 201 9 1
102 287 11 1
164 250 9 1
152 201 9 1
103 287 11 1
165 250 9 1
153 201 9 1
104 287 11 1
166 250 9 1
105 287 11 1
167 250 9 1
106 287 11 1
168 250 9 1
107 287 11 1
255 213 12 0
256 213 12 0
257 213 12 0
258 213 12 0
259 213 12 0
260 213 12 0
261 213 12 0
162 244 9 1
163 244 9 1
164 244 9 1
103 281 11 1
165 244 9 1
104 281 11 1
166 244 9 1
105 281 11 1
167 244 9 1
106 281 11 1
168 244 9 1
107 281 11 1
108 281 11 1
109 281 11 1
256 207 12 0
257 207 12 0
170 287 10 1
258 207 12 0
171 287 10 1
259 207 12 0
172 287 10 1
160 238 9 1
260 207 12 0
173 287 10 1
161 238 9 1
174 287 10 1
162 238 9 1
175 287 10 1
163 238 9 1
176 287 10 1
164 238 9 1
165 238 9 1
104 275 11 1
166 238 9 1
105 275 11 1
106 275 11 1
107 275 11 1
108 275 11 1
109 275 11 1
110 275 11 1
167 281 10 1
168 281 10 1
169 281 10 1
170 281 10 1
171 281 10 1
159 232 9 1
172 281 10 1
160 232 9 1
173 281 10 1
161 232 9 1
162 232 9 1
163 232 9 1
164 232 9 1
165 232 9 1
164 275 10 1
165 275 10 1
166 275 10 1
167 275 10 1
168 275 10 1
156 226 9 1
169 275 10 1
157 226 9 1
158 226 9 1
159 226 9 1
160 226 9 1
161 226 9 1
162 226 9 1
219 91 13 0
220 91 13 0
221 91 13 0
222 91 13 0
223 91 13 0
224 91 13 0
225 91 13 0
154 220 9 1
155 220 9 1
156 220 9 1
157 220 9 1
158 220 9 1
159 220 9 1
160 220 9 1
216 85 13 0
217 85 13 0
218 85 13 0
254 232 12 0
219 85 13 0
255 232 12 0
220 85 13 0
256 232 12 0
221 85 13 0
257 232 12 0
222 85 13 0
258 232 12 0
151 214 9 1
152 214 9 1
153 214 9 1
154 214 9 1
155 214 9 1
156 214 9 1
157 214 9 1
