1362 481 321
120 136 14 0
121 136 14 0
122 136 14 0
123 136 14 0
124 136 14 0
125 136 14 0
126 136 14 0
127 136 14 0
128 136 14 0
129 136 14 0
130 136 14 0
131 136 14 0
132 136 14 0
75 299 13 0
133 136 14 0
76 299 13 0
134 136 14 0
77 299 13 0
135 136 14 0
78 299 13 0
79 299 13 0
122 241 9 1
80 299 13 0
123 241 9 1
81 299 13 0
124 241 9 1
82 299 13 0
125 241 9 1
126 241 9 1
127 241 9 1
128 241 9 1
153 212 4 1
154 212 4 1
155 212 4 1
156 212 4 1
157 212 4 1
71 176 4 1
72 176 4 1
73 176 4 1
74 176 4 1
75 176 4 1
111 223 15 1
120 223 9 1
121 223 9 1
122 223 9 1
123 223 9 1
124 223 9 1
125 223 9 1
126 223 9 1
152 270 12 0
153 270 12 0
154 270 12 0
155 270 12 0
156 270 12 0
157 270 12 0
158 270 12 0
159 270 12 0
145 223 2 1
146 223 2 1
125 252 9 1
147 223 2 1
148 223 2 1
149 223 2 1
155 147 5 1
156 147 5 1
157 147 5 1
158 147 5 1
159 147 5 1
149 176 3 1
150 176 3 1
151 176 3 1
152 176 3 1
68 292 13 0
153 176 3 1
69 292 13 0
70 292 13 0
71 292 13 0
72 292 13 0
73 292 13 0
74 292 13 0
75 292 13 0
76 292 13 0
146 281 12 0
147 281 12 0
121 234 9 1
148 281 12 0
122 234 9 1
149 281 12 0
123 234 9 1
150 281 12 0
124 234 9 1
151 281 12 0
125 234 9 1
152 281 12 0
126 234 9 1
127 234 9 1
97 140 14 0
98 140 14 0
99 140 14 0
100 140 14 0
101 140 14 0
102 140 14 0
103 140 14 0
104 140 14 0
105 140 14 0
179 205 10 1
106 140 14 0
180 205 10 1
107 140 14 0
181 205 10 1
108 140 14 0
182 205 10 1
109 140 14 0
183 205 10 1
110 140 14 0
184 205 10 1
111 140 14 0
185 205 10 1
112 140 14 0
186 205 10 1
113 140 14 0
187 205 10 1
114 140 14 0
188 205 10 1
115 140 14 0
189 205 10 1
116 140 14 0
190 205 10 1
117 140 14 0
191 205 10 1
118 140 14 0
192 205 10 1
119 140 14 0
120 140 14 0
121 140 14 0
122 140 14 0
123 140 14 0
124 140 14 0
125 140 14 0
126 140 14 0
127 140 14 0
128 140 14 0
129 140 14 0
130 140 14 0
131 140 14 0
132 140 14 0
133 140 14 0
134 140 14 0
135 140 14 0
99 274 8 1
100 274 8 1
101 274 8 1
122 245 9 1
102 274 8 1
123 245 9 1
103 274 8 1
124 245 9 1
104 274 8 1
125 245 9 1
236 176 6 1
105 274 8 1
126 245 9 1
237 176 6 1
127 245 9 1
238 176 6 1
128 245 9 1
239 176 6 1
240 176 6 1
211 263 7 1
212 263 7 1
213 263 7 1
120 227 9 1
214 263 7 1
121 227 9 1
215 263 7 1
122 227 9 1
149 274 12 0
123 227 9 1
98 180 11 1
150 274 12 0
124 227 9 1
99 180 11 1
151 274 12 0
125 227 9 1
100 180 11 1
152 274 12 0
126 227 9 1
101 180 11 1
153 274 12 0
102 180 11 1
154 274 12 0
103 180 11 1
155 274 12 0
104 180 11 1
156 274 12 0
105 180 11 1
106 180 11 1
107 180 11 1
108 180 11 1
109 180 11 1
110 180 11 1
111 180 11 1
112 180 11 1
113 180 11 1
114 180 11 1
115 180 11 1
116 180 11 1
117 180 11 1
92 133 14 0
145 227 2 1
93 133 14 0
146 227 2 1
94 133 14 0
147 227 2 1
95 133 14 0
148 227 2 1
169 198 10 1
96 133 14 0
149 227 2 1
170 198 10 1
171 198 10 1
172 198 10 1
173 198 10 1
174 198 10 1
175 198 10 1
176 198 10 1
177 198 10 1
178 198 10 1
72 296 13 0
73 296 13 0
74 296 13 0
75 296 13 0
76 296 13 0
77 296 13 0
78 296 13 0
147 285 12 0
79 296 13 0
122 238 9 1
148 285 12 0
80 296 13 0
123 238 9 1
149 285 12 0
124 238 9 1
150 285 12 0
125 238 9 1
151 285 12 0
126 238 9 1
127 238 9 1
128 238 9 1
153 209 4 1
154 209 4 1
155 209 4 1
156 209 4 1
157 209 4 1
71 173 4 1
72 173 4 1
73 173 4 1
74 173 4 1
75 173 4 1
108 220 15 1
109 220 15 1
110 220 15 1
111 220 15 1
112 220 15 1
113 220 15 1
114 220 15 1
121 220 9 1
122 220 9 1
123 220 9 1
124 220 9 1
125 220 9 1
155 267 12 0
156 267 12 0
122 249 9 1
123 249 9 1
124 249 9 1
125 249 9 1
126 249 9 1
127 249 9 1
238 180 6 1
128 249 9 1
155 144 5 1
156 144 5 1
157 144 5 1
158 144 5 1
159 144 5 1
149 173 3 1
65 289 13 0
150 173 3 1
66 289 13 0
151 173 3 1
67 289 13 0
152 173 3 1
68 289 13 0
153 173 3 1
69 289 13 0
70 289 13 0
71 289 13 0
72 289 13 0
73 289 13 0
211 267 7 1
212 267 7 1
213 267 7 1
214 267 7 1
121 231 9 1
215 267 7 1
147 278 12 0
122 231 9 1
148 278 12 0
123 231 9 1
149 278 12 0
124 231 9 1
98 184 11 1
150 278 12 0
125 231 9 1
99 184 11 1
151 278 12 0
126 231 9 1
100 184 11 1
152 278 12 0
127 231 9 1
101 184 11 1
153 278 12 0
102 184 11 1
154 278 12 0
103 184 11 1
104 184 11 1
105 184 11 1
106 184 11 1
107 184 11 1
108 184 11 1
109 184 11 1
110 184 11 1
111 184 11 1
112 184 11 1
113 184 11 1
114 184 11 1
115 184 11 1
90 137 14 0
91 137 14 0
92 137 14 0
93 137 14 0
94 137 14 0
95 137 14 0
96 137 14 0
97 137 14 0
98 137 14 0
172 202 10 1
99 137 14 0
173 202 10 1
100 137 14 0
174 202 10 1
101 137 14 0
175 202 10 1
102 137 14 0
176 202 10 1
103 137 14 0
177 202 10 1
104 137 14 0
178 202 10 1
105 137 14 0
179 202 10 1
106 137 14 0
180 202 10 1
107 137 14 0
181 202 10 1
108 137 14 0
182 202 10 1
109 137 14 0
183 202 10 1
110 137 14 0
184 202 10 1
111 137 14 0
185 202 10 1
112 137 14 0
186 202 10 1
113 137 14 0
187 202 10 1
114 137 14 0
188 202 10 1
115 137 14 0
189 202 10 1
116 137 14 0
190 202 10 1
117 137 14 0
191 202 10 1
118 137 14 0
192 202 10 1
119 137 14 0
120 137 14 0
121 137 14 0
122 137 14 0
123 137 14 0
124 137 14 0
125 137 14 0
126 137 14 0
127 137 14 0
128 137 14 0
129 137 14 0
130 137 14 0
131 137 14 0
132 137 14 0
75 300 13 0
133 137 14 0
76 300 13 0
134 137 14 0
77 300 13 0
135 137 14 0
78 300 13 0
79 300 13 0
122 242 9 1
80 300 13 0
102 271 8 1
123 242 9 1
81 300 13 0
124 242 9 1
125 242 9 1
126 242 9 1
127 242 9 1
128 242 9 1
155 213 4 1
73 177 4 1
120 224 9 1
121 224 9 1
122 224 9 1
123 224 9 1
124 224 9 1
125 224 9 1
151 271 12 0
126 224 9 1
152 271 12 0
153 271 12 0
154 271 12 0
155 271 12 0
156 271 12 0
157 271 12 0
158 271 12 0
145 224 2 1
146 224 2 1
147 224 2 1
148 224 2 1
149 224 2 1
172 195 10 1
155 148 5 1
156 148 5 1
157 148 5 1
158 148 5 1
159 148 5 1
149 177 3 1
150 177 3 1
151 177 3 1
152 177 3 1
153 177 3 1
69 293 13 0
70 293 13 0
71 293 13 0
72 293 13 0
73 293 13 0
74 293 13 0
75 293 13 0
76 293 13 0
146 282 12 0
121 235 9 1
147 282 12 0
122 235 9 1
148 282 12 0
123 235 9 1
149 282 12 0
124 235 9 1
150 282 12 0
125 235 9 1
151 282 12 0
126 235 9 1
152 282 12 0
127 235 9 1
