2595 480 320
229 211 11 1
381 125 14 1
230 211 11 1
382 125 14 1
231 211 11 1
383 125 14 1
232 211 11 1
384 125 14 1
233 211 11 1
234 211 11 1
235 211 11 1
174 180 19 0
175 180 19 0
176 180 19 0
75 188 12 1
177 180 19 0
76 188 12 1
178 180 19 0
77 188 12 1
179 180 19 0
78 188 12 1
180 180 19 0
79 188 12 1
80 188 12 1
81 188 12 1
184 219 11 1
185 219 11 1
186 219 11 1
137 297 18 0
187 219 11 1
138 297 18 0
188 219 11 1
139 297 18 0
140 297 18 0
141 297 18 0
142 297 18 0
143 297 18 0
144 297 18 0
145 297 18 0
146 297 18 0
203 219 11 1
204 219 11 1
205 219 11 1
206 219 11 1
207 219 11 1
208 219 11 1
31 196 12 1
209 219 11 1
32 196 12 1
210 219 11 1
33 196 12 1
211 219 11 1
34 196 12 1
212 219 11 1
35 196 12 1
213 219 11 1
36 196 12 1
214 219 11 1
37 196 12 1
215 219 11 1
38 196 12 1
216 219 11 1
39 196 12 1
217 219 11 1
40 196 12 1
218 219 11 1
219 219 11 1
220 219 11 1
221 219 11 1
170 188 19 0
171 188 19 0
172 188 19 0
173 188 19 0
174 188 19 0
175 188 19 0
74 196 12 1
176 188 19 0
75 196 12 1
76 196 12 1
77 196 12 1
78 196 12 1
79 196 12 1
80 196 12 1
155 305 18 0
256 297 17 0
156 305 18 0
257 297 17 0
157 305 18 0
258 297 17 0
158 305 18 0
259 297 17 0
159 305 18 0
260 297 17 0
160 305 18 0
261 297 17 0
161 305 18 0
262 297 17 0
162 305 18 0
263 297 17 0
163 305 18 0
264 297 17 0
164 305 18 0
265 297 17 0
165 305 18 0
266 297 17 0
166 305 18 0
267 297 17 0
167 305 18 0
268 297 17 0
168 305 18 0
41 204 12 1
269 297 17 0
169 305 18 0
42 204 12 1
270 297 17 0
170 305 18 0
43 204 12 1
271 297 17 0
171 305 18 0
44 204 12 1
272 297 17 0
172 305 18 0
45 204 12 1
273 297 17 0
173 305 18 0
46 204 12 1
274 297 17 0
174 305 18 0
47 204 12 1
175 305 18 0
48 204 12 1
176 305 18 0
49 204 12 1
177 305 18 0
50 204 12 1
178 305 18 0
51 204 12 1
179 305 18 0
52 204 12 1
180 305 18 0
2 134 13 1
181 305 18 0
3 134 13 1
182 305 18 0
4 134 13 1
183 305 18 0
5 134 13 1
184 305 18 0
6 134 13 1
185 305 18 0
7 134 13 1
186 305 18 0
8 134 13 1
187 305 18 0
188 305 18 0
189 305 18 0
190 305 18 0
165 196 19 0
191 305 18 0
166 196 19 0
167 196 19 0
168 196 19 0
169 196 19 0
170 196 19 0
171 196 19 0
74 204 12 1
75 204 12 1
76 204 12 1
77 204 12 1
78 204 12 1
79 204 12 1
80 204 12 1
435 141 15 1
436 141 15 1
437 141 15 1
438 141 15 1
439 141 15 1
440 141 15 1
441 141 15 1
442 141 15 1
246 305 17 0
247 305 17 0
248 305 17 0
249 305 17 0
250 305 17 0
392 258 16 1
393 258 16 1
394 258 16 1
395 258 16 1
396 258 16 1
397 258 16 1
398 258 16 1
54 212 12 1
55 212 12 1
4 142 13 1
182 165 19 0
81 173 12 1
56 212 12 1
5 142 13 1
82 173 12 1
57 212 12 1
6 142 13 1
83 173 12 1
58 212 12 1
7 142 13 1
160 204 19 0
84 173 12 1
59 212 12 1
8 142 13 1
161 204 19 0
85 173 12 1
60 212 12 1
9 142 13 1
162 204 19 0
86 173 12 1
61 212 12 1
10 142 13 1
163 204 19 0
87 173 12 1
62 212 12 1
164 204 19 0
88 173 12 1
63 212 12 1
165 204 19 0
64 212 12 1
166 204 19 0
65 212 12 1
167 204 19 0
69 212 12 1
70 212 12 1
71 212 12 1
72 212 12 1
73 212 12 1
74 212 12 1
75 212 12 1
76 212 12 1
77 212 12 1
78 212 12 1
442 149 15 1
443 149 15 1
444 149 15 1
445 149 15 1
446 149 15 1
447 149 15 1
448 149 15 1
449 149 15 1
450 149 15 1
451 149 15 1
382 118 14 1
383 118 14 1
384 118 14 1
233 204 11 1
385 118 14 1
234 204 11 1
386 118 14 1
235 204 11 1
387 118 14 1
388 266 16 1
236 204 11 1
388 118 14 1
389 266 16 1
237 204 11 1
389 118 14 1
390 266 16 1
238 204 11 1
391 266 16 1
239 204 11 1
392 266 16 1
240 204 11 1
393 266 16 1
241 204 11 1
394 266 16 1
242 204 11 1
395 266 16 1
177 173 19 0
178 173 19 0
77 181 12 1
179 173 19 0
78 181 12 1
180 173 19 0
79 181 12 1
181 173 19 0
80 181 12 1
182 173 19 0
81 181 12 1
183 173 19 0
82 181 12 1
83 181 12 1
187 212 11 1
188 212 11 1
189 212 11 1
190 212 11 1
191 212 11 1
192 212 11 1
193 212 11 1
194 212 11 1
195 212 11 1
196 212 11 1
197 212 11 1
198 212 11 1
199 212 11 1
200 212 11 1
201 212 11 1
202 212 11 1
203 212 11 1
33 189 12 1
370 126 14 1
371 126 14 1
372 126 14 1
373 126 14 1
222 212 11 1
374 126 14 1
223 212 11 1
375 126 14 1
224 212 11 1
376 126 14 1
225 212 11 1
377 126 14 1
226 212 11 1
378 126 14 1
227 212 11 1
379 126 14 1
228 212 11 1
380 126 14 1
229 212 11 1
381 126 14 1
230 212 11 1
382 126 14 1
231 212 11 1
383 126 14 1
232 212 11 1
233 212 11 1
234 212 11 1
173 181 19 0
174 181 19 0
175 181 19 0
176 181 19 0
75 189 12 1
177 181 19 0
76 189 12 1
178 181 19 0
77 189 12 1
179 181 19 0
78 189 12 1
180 181 19 0
79 189 12 1
80 189 12 1
81 189 12 1
186 220 11 1
137 298 18 0
138 298 18 0
139 298 18 0
140 298 18 0
141 298 18 0
142 298 18 0
143 298 18 0
144 298 18 0
145 298 18 0
146 298 18 0
147 298 18 0
148 298 18 0
149 298 18 0
150 298 18 0
151 298 18 0
152 298 18 0
153 298 18 0
154 298 18 0
207 220 11 1
208 220 11 1
209 220 11 1
32 197 12 1
210 220 11 1
33 197 12 1
211 220 11 1
34 197 12 1
212 220 11 1
35 197 12 1
213 220 11 1
36 197 12 1
214 220 11 1
37 197 12 1
215 220 11 1
38 197 12 1
216 220 11 1
39 197 12 1
40 197 12 1
41 197 12 1
42 197 12 1
170 189 19 0
171 189 19 0
172 189 19 0
173 189 19 0
174 189 19 0
175 189 19 0
74 197 12 1
176 189 19 0
75 197 12 1
76 197 12 1
77 197 12 1
78 197 12 1
79 197 12 1
80 197 12 1
434 134 15 1
251 298 17 0
252 298 17 0
253 298 17 0
254 298 17 0
255 298 17 0
256 298 17 0
257 298 17 0
258 298 17 0
259 298 17 0
260 298 17 0
261 298 17 0
262 298 17 0
263 298 17 0
163 306 18 0
264 298 17 0
164 306 18 0
265 298 17 0
165 306 18 0
266 298 17 0
166 306 18 0
267 298 17 0
167 306 18 0
268 298 17 0
168 306 18 0
269 298 17 0
169 306 18 0
270 298 17 0
170 306 18 0
43 205 12 1
397 251 16 1
271 298 17 0
171 306 18 0
44 205 12 1
272 298 17 0
172 306 18 0
45 205 12 1
273 298 17 0
173 306 18 0
46 205 12 1
274 298 17 0
174 306 18 0
47 205 12 1
275 298 17 0
175 306 18 0
48 205 12 1
176 306 18 0
49 205 12 1
177 306 18 0
50 205 12 1
178 306 18 0
51 205 12 1
179 306 18 0
52 205 12 1
180 306 18 0
53 205 12 1
2 135 13 1
181 306 18 0
54 205 12 1
3 135 13 1
182 306 18 0
4 135 13 1
183 306 18 0
5 135 13 1
184 306 18 0
6 135 13 1
185 306 18 0
7 135 13 1
186 306 18 0
8 135 13 1
187 306 18 0
188 306 18 0
189 306 18 0
190 306 18 0
165 197 19 0
191 306 18 0
166 197 19 0
192 306 18 0
167 197 19 0
168 197 19 0
169 197 19 0
170 197 19 0
171 197 19 0
74 205 12 1
75 205 12 1
76 205 12 1
77 205 12 1
78 205 12 1
79 205 12 1
80 205 12 1
436 142 15 1
437 142 15 1
438 142 15 1
439 142 15 1
440 142 15 1
441 142 15 1
442 142 15 1
443 142 15 1
392 259 16 1
393 259 16 1
394 259 16 1
395 259 16 1
396 259 16 1
397 259 16 1
398 259 16 1
180 166 19 0
181 166 19 0
55 213 12 1
4 143 13 1
80 174 12 1
182 166 19 0
56 213 12 1
5 143 13 1
81 174 12 1
183 166 19 0
57 213 12 1
6 143 13 1
82 174 12 1
184 166 19 0
58 213 12 1
7 143 13 1
83 174 12 1
160 205 19 0
59 213 12 1
8 143 13 1
84 174 12 1
161 205 19 0
60 213 12 1
9 143 13 1
85 174 12 1
162 205 19 0
61 213 12 1
10 143 13 1
86 174 12 1
163 205 19 0
62 213 12 1
87 174 12 1
164 205 19 0
63 213 12 1
88 174 12 1
165 205 19 0
64 213 12 1
166 205 19 0
65 213 12 1
167 205 19 0
66 213 12 1
67 213 12 1
68 213 12 1
69 213 12 1
70 213 12 1
71 213 12 1
72 213 12 1
73 213 12 1
74 213 12 1
75 213 12 1
76 213 12 1
77 213 12 1
442 150 15 1
443 150 15 1
444 150 15 1
445 150 15 1
446 150 15 1
447 150 15 1
448 150 15 1
449 150 15 1
450 150 15 1
451 150 15 1
452 150 15 1
381 119 14 1
382 119 14 1
232 205 11 1
383 119 14 1
233 205 11 1
384 119 14 1
234 205 11 1
385 119 14 1
387 267 16 1
235 205 11 1
386 119 14 1
388 267 16 1
236 205 11 1
387 119 14 1
389 267 16 1
237 205 11 1
388 119 14 1
390 267 16 1
238 205 11 1
391 267 16 1
239 205 11 1
392 267 16 1
240 205 11 1
393 267 16 1
241 205 11 1
394 267 16 1
242 205 11 1
177 174 19 0
178 174 19 0
77 182 12 1
179 174 19 0
78 182 12 1
180 174 19 0
79 182 12 1
181 174 19 0
80 182 12 1
182 174 19 0
81 182 12 1
183 174 19 0
82 182 12 1
83 182 12 1
186 213 11 1
187 213 11 1
188 213 11 1
189 213 11 1
190 213 11 1
191 213 11 1
192 213 11 1
193 213 11 1
194 213 11 1
195 213 11 1
196 213 11 1
197 213 11 1
198 213 11 1
199 213 11 1
200 213 11 1
201 213 11 1
202 213 11 1
203 213 11 1
204 213 11 1
205 213 11 1
206 213 11 1
31 190 12 1
32 190 12 1
33 190 12 1
34 190 12 1
35 190 12 1
217 213 11 1
218 213 11 1
369 127 14 1
219 213 11 1
370 127 14 1
220 213 11 1
371 127 14 1
221 213 11 1
372 127 14 1
222 213 11 1
373 127 14 1
223 213 11 1
374 127 14 1
224 213 11 1
375 127 14 1
225 213 11 1
376 127 14 1
226 213 11 1
377 127 14 1
227 213 11 1
378 127 14 1
228 213 11 1
379 127 14 1
229 213 11 1
380 127 14 1
230 213 11 1
381 127 14 1
231 213 11 1
382 127 14 1
232 213 11 1
173 182 19 0
174 182 19 0
175 182 19 0
176 182 19 0
75 190 12 1
177 182 19 0
76 190 12 1
178 182 19 0
77 190 12 1
179 182 19 0
78 190 12 1
79 190 12 1
80 190 12 1
81 190 12 1
136 299 18 0
137 299 18 0
138 299 18 0
139 299 18 0
140 299 18 0
141 299 18 0
142 299 18 0
143 299 18 0
144 299 18 0
145 299 18 0
146 299 18 0
147 299 18 0
148 299 18 0
149 299 18 0
150 299 18 0
151 299 18 0
152 299 18 0
153 299 18 0
154 299 18 0
155 299 18 0
156 299 18 0
157 299 18 0
158 299 18 0
159 299 18 0
160 299 18 0
33 198 12 1
161 299 18 0
34 198 12 1
162 299 18 0
35 198 12 1
36 198 12 1
37 198 12 1
38 198 12 1
39 198 12 1
40 198 12 1
41 198 12 1
42 198 12 1
43 198 12 1
3 128 13 1
169 190 19 0
170 190 19 0
171 190 19 0
172 190 19 0
173 190 19 0
174 190 19 0
175 190 19 0
74 198 12 1
176 190 19 0
75 198 12 1
76 198 12 1
77 198 12 1
78 198 12 1
79 198 12 1
80 198 12 1
432 135 15 1
433 135 15 1
434 135 15 1
435 135 15 1
436 135 15 1
246 299 17 0
247 299 17 0
248 299 17 0
249 299 17 0
250 299 17 0
251 299 17 0
252 299 17 0
253 299 17 0
254 299 17 0
255 299 17 0
256 299 17 0
257 299 17 0
258 299 17 0
259 299 17 0
260 299 17 0
261 299 17 0
262 299 17 0
263 299 17 0
264 299 17 0
265 299 17 0
266 299 17 0
166 307 18 0
267 299 17 0
167 307 18 0
268 299 17 0
168 307 18 0
395 252 16 1
269 299 17 0
169 307 18 0
396 252 16 1
270 299 17 0
170 307 18 0
397 252 16 1
271 299 17 0
171 307 18 0
44 206 12 1
398 252 16 1
272 299 17 0
172 307 18 0
45 206 12 1
399 252 16 1
273 299 17 0
173 307 18 0
46 206 12 1
274 299 17 0
174 307 18 0
47 206 12 1
175 307 18 0
48 206 12 1
176 307 18 0
49 206 12 1
177 307 18 0
50 206 12 1
178 307 18 0
51 206 12 1
179 307 18 0
52 206 12 1
180 307 18 0
53 206 12 1
2 136 13 1
181 307 18 0
54 206 12 1
3 136 13 1
182 307 18 0
55 206 12 1
4 136 13 1
183 307 18 0
56 206 12 1
5 136 13 1
184 307 18 0
6 136 13 1
185 307 18 0
7 136 13 1
186 307 18 0
8 136 13 1
187 307 18 0
188 307 18 0
189 307 18 0
164 198 19 0
190 307 18 0
165 198 19 0
191 307 18 0
166 198 19 0
167 198 19 0
168 198 19 0
169 198 19 0
170 198 19 0
171 198 19 0
74 206 12 1
75 206 12 1
76 206 12 1
77 206 12 1
78 206 12 1
79 206 12 1
80 206 12 1
437 143 15 1
438 143 15 1
439 143 15 1
440 143 15 1
441 143 15 1
442 143 15 1
443 143 15 1
444 143 15 1
391 260 16 1
392 260 16 1
393 260 16 1
394 260 16 1
395 260 16 1
396 260 16 1
397 260 16 1
398 260 16 1
180 167 19 0
181 167 19 0
4 144 13 1
80 175 12 1
182 167 19 0
5 144 13 1
81 175 12 1
183 167 19 0
6 144 13 1
82 175 12 1
57 214 12 1
159 206 19 0
184 167 19 0
7 144 13 1
83 175 12 1
58 214 12 1
160 206 19 0
8 144 13 1
84 175 12 1
59 214 12 1
161 206 19 0
9 144 13 1
85 175 12 1
60 214 12 1
162 206 19 0
10 144 13 1
86 175 12 1
61 214 12 1
163 206 19 0
87 175 12 1
62 214 12 1
164 206 19 0
63 214 12 1
165 206 19 0
64 214 12 1
166 206 19 0
65 214 12 1
66 214 12 1
67 214 12 1
68 214 12 1
69 214 12 1
70 214 12 1
71 214 12 1
72 214 12 1
73 214 12 1
74 214 12 1
75 214 12 1
76 214 12 1
77 214 12 1
443 151 15 1
444 151 15 1
445 151 15 1
446 151 15 1
447 151 15 1
448 151 15 1
449 151 15 1
450 151 15 1
451 151 15 1
452 151 15 1
381 120 14 1
231 206 11 1
382 120 14 1
232 206 11 1
383 120 14 1
233 206 11 1
384 120 14 1
234 206 11 1
385 120 14 1
235 206 11 1
386 120 14 1
236 206 11 1
387 120 14 1
388 268 16 1
237 206 11 1
388 120 14 1
389 268 16 1
238 206 11 1
390 268 16 1
239 206 11 1
391 268 16 1
240 206 11 1
392 268 16 1
393 268 16 1
394 268 16 1
177 175 19 0
178 175 19 0
77 183 12 1
179 175 19 0
78 183 12 1
180 175 19 0
79 183 12 1
181 175 19 0
80 183 12 1
182 175 19 0
81 183 12 1
183 175 19 0
82 183 12 1
83 183 12 1
185 214 11 1
186 214 11 1
187 214 11 1
188 214 11 1
189 214 11 1
190 214 11 1
191 214 11 1
192 214 11 1
193 214 11 1
194 214 11 1
195 214 11 1
196 214 11 1
197 214 11 1
198 214 11 1
199 214 11 1
200 214 11 1
201 214 11 1
202 214 11 1
203 214 11 1
204 214 11 1
205 214 11 1
206 214 11 1
207 214 11 1
31 191 12 1
208 214 11 1
32 191 12 1
209 214 11 1
33 191 12 1
210 214 11 1
34 191 12 1
211 214 11 1
35 191 12 1
212 214 11 1
213 214 11 1
214 214 11 1
215 214 11 1
216 214 11 1
217 214 11 1
369 128 14 1
218 214 11 1
370 128 14 1
219 214 11 1
371 128 14 1
220 214 11 1
372 128 14 1
221 214 11 1
373 128 14 1
222 214 11 1
374 128 14 1
223 214 11 1
375 128 14 1
224 214 11 1
376 128 14 1
225 214 11 1
377 128 14 1
226 214 11 1
378 128 14 1
227 214 11 1
379 128 14 1
228 214 11 1
380 128 14 1
229 214 11 1
230 214 11 1
231 214 11 1
172 183 19 0
173 183 19 0
174 183 19 0
175 183 19 0
176 183 19 0
75 191 12 1
177 183 19 0
76 191 12 1
178 183 19 0
77 191 12 1
179 183 19 0
78 191 12 1
79 191 12 1
80 191 12 1
81 191 12 1
137 300 18 0
138 300 18 0
139 300 18 0
140 300 18 0
141 300 18 0
142 300 18 0
143 300 18 0
144 300 18 0
145 300 18 0
146 300 18 0
147 300 18 0
148 300 18 0
149 300 18 0
150 300 18 0
151 300 18 0
152 300 18 0
153 300 18 0
154 300 18 0
155 300 18 0
156 300 18 0
157 300 18 0
158 300 18 0
159 300 18 0
160 300 18 0
161 300 18 0
162 300 18 0
35 199 12 1
163 300 18 0
36 199 12 1
164 300 18 0
37 199 12 1
165 300 18 0
38 199 12 1
39 199 12 1
40 199 12 1
41 199 12 1
42 199 12 1
43 199 12 1
44 199 12 1
1 129 13 1
2 129 13 1
3 129 13 1
4 129 13 1
5 129 13 1
167 191 19 0
168 191 19 0
169 191 19 0
170 191 19 0
171 191 19 0
172 191 19 0
173 191 19 0
174 191 19 0
175 191 19 0
74 199 12 1
75 199 12 1
76 199 12 1
77 199 12 1
78 199 12 1
79 199 12 1
80 199 12 1
432 136 15 1
433 136 15 1
434 136 15 1
435 136 15 1
436 136 15 1
437 136 15 1
438 136 15 1
244 300 17 0
245 300 17 0
246 300 17 0
247 300 17 0
248 300 17 0
249 300 17 0
250 300 17 0
251 300 17 0
252 300 17 0
253 300 17 0
254 300 17 0
255 300 17 0
256 300 17 0
257 300 17 0
258 300 17 0
259 300 17 0
260 300 17 0
261 300 17 0
262 300 17 0
263 300 17 0
264 300 17 0
265 300 17 0
266 300 17 0
267 300 17 0
394 253 16 1
268 300 17 0
395 253 16 1
269 300 17 0
396 253 16 1
270 300 17 0
397 253 16 1
271 300 17 0
398 253 16 1
272 300 17 0
172 308 18 0
399 253 16 1
273 300 17 0
45 207 12 1
173 308 18 0
274 300 17 0
46 207 12 1
174 308 18 0
47 207 12 1
175 308 18 0
48 207 12 1
176 308 18 0
49 207 12 1
177 308 18 0
50 207 12 1
178 308 18 0
51 207 12 1
179 308 18 0
52 207 12 1
180 308 18 0
2 137 13 1
53 207 12 1
181 308 18 0
3 137 13 1
54 207 12 1
182 308 18 0
4 137 13 1
55 207 12 1
183 308 18 0
5 137 13 1
56 207 12 1
184 308 18 0
6 137 13 1
57 207 12 1
185 308 18 0
7 137 13 1
186 308 18 0
8 137 13 1
187 308 18 0
188 308 18 0
189 308 18 0
164 199 19 0
190 308 18 0
165 199 19 0
191 308 18 0
166 199 19 0
167 199 19 0
168 199 19 0
169 199 19 0
170 199 19 0
74 207 12 1
75 207 12 1
76 207 12 1
77 207 12 1
78 207 12 1
79 207 12 1
80 207 12 1
437 144 15 1
438 144 15 1
439 144 15 1
440 144 15 1
441 144 15 1
442 144 15 1
443 144 15 1
444 144 15 1
445 144 15 1
391 261 16 1
392 261 16 1
393 261 16 1
394 261 16 1
395 261 16 1
396 261 16 1
397 261 16 1
179 168 19 0
180 168 19 0
79 176 12 1
181 168 19 0
4 145 13 1
80 176 12 1
182 168 19 0
5 145 13 1
81 176 12 1
183 168 19 0
6 145 13 1
82 176 12 1
184 168 19 0
7 145 13 1
83 176 12 1
160 207 19 0
185 168 19 0
8 145 13 1
84 176 12 1
59 215 12 1
161 207 19 0
9 145 13 1
85 176 12 1
60 215 12 1
162 207 19 0
10 145 13 1
86 176 12 1
61 215 12 1
163 207 19 0
11 145 13 1
62 215 12 1
164 207 19 0
63 215 12 1
165 207 19 0
64 215 12 1
166 207 19 0
65 215 12 1
66 215 12 1
67 215 12 1
68 215 12 1
69 215 12 1
70 215 12 1
71 215 12 1
72 215 12 1
73 215 12 1
74 215 12 1
75 215 12 1
76 215 12 1
445 152 15 1
446 152 15 1
447 152 15 1
448 152 15 1
449 152 15 1
450 152 15 1
451 152 15 1
452 152 15 1
453 152 15 1
380 121 14 1
381 121 14 1
230 207 11 1
382 121 14 1
231 207 11 1
383 121 14 1
232 207 11 1
384 121 14 1
233 207 11 1
385 121 14 1
234 207 11 1
386 121 14 1
235 207 11 1
387 121 14 1
388 269 16 1
236 207 11 1
389 269 16 1
237 207 11 1
390 269 16 1
238 207 11 1
391 269 16 1
239 207 11 1
392 269 16 1
176 176 19 0
177 176 19 0
76 184 12 1
178 176 19 0
77 184 12 1
179 176 19 0
78 184 12 1
180 176 19 0
79 184 12 1
181 176 19 0
80 184 12 1
182 176 19 0
81 184 12 1
82 184 12 1
184 215 11 1
185 215 11 1
186 215 11 1
187 215 11 1
188 215 11 1
189 215 11 1
190 215 11 1
191 215 11 1
192 215 11 1
193 215 11 1
194 215 11 1
195 215 11 1
196 215 11 1
197 215 11 1
198 215 11 1
199 215 11 1
200 215 11 1
201 215 11 1
202 215 11 1
203 215 11 1
204 215 11 1
205 215 11 1
206 215 11 1
30 192 12 1
207 215 11 1
31 192 12 1
208 215 11 1
32 192 12 1
209 215 11 1
33 192 12 1
210 215 11 1
34 192 12 1
211 215 11 1
35 192 12 1
212 215 11 1
36 192 12 1
213 215 11 1
214 215 11 1
215 215 11 1
216 215 11 1
368 129 14 1
217 215 11 1
369 129 14 1
218 215 11 1
370 129 14 1
219 215 11 1
371 129 14 1
220 215 11 1
372 129 14 1
221 215 11 1
373 129 14 1
222 215 11 1
374 129 14 1
223 215 11 1
375 129 14 1
224 215 11 1
376 129 14 1
225 215 11 1
377 129 14 1
226 215 11 1
378 129 14 1
227 215 11 1
228 215 11 1
229 215 11 1
230 215 11 1
172 184 19 0
173 184 19 0
174 184 19 0
175 184 19 0
74 192 12 1
176 184 19 0
75 192 12 1
177 184 19 0
76 192 12 1
178 184 19 0
77 192 12 1
78 192 12 1
79 192 12 1
80 192 12 1
137 301 18 0
138 301 18 0
139 301 18 0
140 301 18 0
141 301 18 0
142 301 18 0
143 301 18 0
144 301 18 0
145 301 18 0
146 301 18 0
147 301 18 0
148 301 18 0
149 301 18 0
150 301 18 0
151 301 18 0
